rank,gw_event_id,grb_event_id,confidence_score,time_diff_sec,time_diff_hours,angular_sep_deg,within_error_circle,temporal_score,spatial_score,significance_score,combined_error_deg,gw_time,grb_time,gw_ra,gw_dec,grb_ra,grb_dec,gw_snr,grb_flux,gw_pos_error,grb_pos_error
250056,GW190620_030421,187493,0.2610322782714407,34195352.3,9498.70897222222,,False,0.0,0.0,0.3262903478393009,,2019-06-20 03:04:21.300000+00:00,2018-05-20 08:21:49+00:00,,,255.5336206,60.9635734,12.1,20.1766,,5.56e-05
250060,GW190512_180714,186037,0.2610118882805936,197460636.6,54850.17683333333,,False,0.0,0.0,0.326264860350742,,2019-05-12 18:07:14.400000+00:00,2025-08-14 04:17:51+00:00,,,268.4683091,68.0119061,12.7,19.1308,,5.56e-05
250063,GW190720_000836,188120,0.26096610549272703,192403211.3,53445.336472222225,,False,0.0,0.0,0.3262076318659088,,2019-07-20 00:08:36.700000+00:00,2025-08-23 21:28:48+00:00,,,27.82375,1.745861,10.9,22.91,,5.56e-05
250069,GW151226,188073,0.26086633193766867,299872627.4,83297.95205555555,,False,0.0,0.0,0.32608291492208585,,2015-12-26 03:38:52.600000+00:00,2025-06-26 21:36:00+00:00,,,172.142108,58.56145,13.1,18.5,,5.56e-05
250070,GW190707_093326,188073,0.26086633193766867,188481753.9,52356.04275,,False,0.0,0.0,0.32608291492208585,,2019-07-07 09:33:26.100000+00:00,2025-06-26 21:36:00+00:00,,,172.142108,58.56145,13.1,18.5,,5.56e-05
250071,GW190728_064510,188073,0.26086633193766867,186677449.5,51854.847083333334,,False,0.0,0.0,0.32608291492208585,,2019-07-28 06:45:10.500000+00:00,2025-06-26 21:36:00+00:00,,,172.142108,58.56145,13.1,18.5,,5.56e-05
250072,GW190915_235702,188073,0.26086633193766867,182381937.4,50661.64927777778,,False,0.0,0.0,0.32608291492208585,,2019-09-15 23:57:02.600000+00:00,2025-06-26 21:36:00+00:00,,,172.142108,58.56145,13.1,18.5,,5.56e-05
250073,GW191129_134029,188073,0.26086633193766867,175938930.9,48871.92525,,False,0.0,0.0,0.32608291492208585,,2019-11-29 13:40:29.100000+00:00,2025-06-26 21:36:00+00:00,,,172.142108,58.56145,13.1,18.5,,5.56e-05
250081,GW190828_065509,188239,0.2607821568468054,181760690.2,50489.08061111111,,False,0.0,0.0,0.32597769605850674,,2019-08-28 06:55:09.800000+00:00,2025-06-01 00:00:00+00:00,,,268.5169313,65.21741225,10.2,25.3,,5.56e-05
250082,GW170104,187110,0.26076917491554025,272513458.4,75698.18288888888,,False,0.0,0.0,0.3259614686444253,,2017-01-04 10:11:58.600000+00:00,2025-08-24 12:22:57+00:00,,,114.934007,18.0005409,13.8,17.5193,,5.56e-05
250084,GW190513_205428,187067,0.2607372422687722,193403958.3,53723.32175,,False,0.0,0.0,0.32592155283596524,,2019-05-13 20:54:28.700000+00:00,2025-06-29 08:13:47+00:00,,,313.9698835,15.4618027,12.5,19.4414,,5.56e-05
250085,GW191222_033537,187067,0.2607372422687722,174199089.9,48388.63608333334,,False,0.0,0.0,0.32592155283596524,,2019-12-22 03:35:37.100000+00:00,2025-06-29 08:13:47+00:00,,,313.9698835,15.4618027,12.5,19.4414,,5.56e-05
250086,GW200225_060421,187067,0.2607372422687722,168574165.7,46826.157138888884,,False,0.0,0.0,0.32592155283596524,,2020-02-25 06:04:21.300000+00:00,2025-06-29 08:13:47+00:00,,,313.9698835,15.4618027,12.5,19.4414,,5.56e-05
250092,GW190910_112807,188272,0.26065134644718857,189314209.7,52587.28047222222,,False,0.0,0.0,0.3258141830589857,,2019-09-10 11:28:07.300000+00:00,2025-09-09 14:44:57+00:00,,,290.260833,-8.061472,14.5,16.65,,0.000138889
250093,GW151012,188249,0.2606472249662189,304092317.6,84470.08822222223,,False,0.0,0.0,0.3258090312077736,,2015-10-12 09:54:42.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4661044,65.1899703,10.0,26.2,,5.56e-05
250102,GW200209_085452,188210,0.26045669996674253,169348238.9,47041.177472222225,,False,0.0,0.0,0.3255708749584282,,2020-02-09 08:54:52.100000+00:00,2025-06-22 10:05:31+00:00,,,214.9234792,52.91002229,9.6,28.66,,5.56e-05
250103,GW190513_205428,188325,0.26045430754038357,192967393.3,53602.05369444445,,False,0.0,0.0,0.32556788442547946,,2019-05-13 20:54:28.700000+00:00,2025-06-24 06:57:42+00:00,,,343.168138,1.166089,12.5,19.42,,5.56e-05
250104,GW191222_033537,188325,0.26045430754038357,173762524.9,48267.36802777778,,False,0.0,0.0,0.32556788442547946,,2019-12-22 03:35:37.100000+00:00,2025-06-24 06:57:42+00:00,,,343.168138,1.166089,12.5,19.42,,5.56e-05
250105,GW200225_060421,188325,0.26045430754038357,168137600.7,46704.88908333333,,False,0.0,0.0,0.32556788442547946,,2020-02-25 06:04:21.300000+00:00,2025-06-24 06:57:42+00:00,,,343.168138,1.166089,12.5,19.42,,5.56e-05
250108,GW200209_085452,188211,0.26042590563646056,169348238.9,47041.177472222225,,False,0.0,0.0,0.32553238204557566,,2020-02-09 08:54:52.100000+00:00,2025-06-22 10:05:31+00:00,,,214.954534,52.92975559,9.6,28.65,,5.56e-05
250115,GW190512_180714,188166,0.26030157386614655,199469705.6,55408.25155555555,,False,0.0,0.0,0.3253769673326832,,2019-05-12 18:07:14.400000+00:00,2025-09-06 10:22:20+00:00,,,61.510358,25.954539,12.7,19.079,,5.56e-05
250119,GW190828_065509,188235,0.2602103220463039,181760690.2,50489.08061111111,,False,0.0,0.0,0.3252629025578799,,2019-08-28 06:55:09.800000+00:00,2025-06-01 00:00:00+00:00,,,268.4679962,65.19471133,10.2,25.2,,5.56e-05
250122,GW170823,188306,0.26017110834633084,253048556.5,70291.26569444445,,False,0.0,0.0,0.3252138854329135,,2017-08-23 13:13:58.500000+00:00,2025-08-30 08:29:55+00:00,,,336.7246818,-27.9035127,12.2,19.9223,,5.56e-05
250123,GW190503_185404,188306,0.26017110834633084,199632950.8,55453.59744444445,,False,0.0,0.0,0.3252138854329135,,2019-05-03 18:54:04.200000+00:00,2025-08-30 08:29:55+00:00,,,336.7246818,-27.9035127,12.2,19.9223,,5.56e-05
250127,GW170823,188086,0.26012871147705424,253491221.5,70414.22819444444,,False,0.0,0.0,0.32516088934631776,,2017-08-23 13:13:58.500000+00:00,2025-09-04 11:27:40+00:00,,,80.00741069,1.115890807,12.2,19.9189,,5.56e-05
250128,GW190503_185404,188086,0.26012871147705424,200075615.8,55576.559944444445,,False,0.0,0.0,0.32516088934631776,,2019-05-03 18:54:04.200000+00:00,2025-09-04 11:27:40+00:00,,,80.00741069,1.115890807,12.2,19.9189,,5.56e-05
250129,GW190720_000836,188255,0.2601259968940926,192920315.3,53588.976472222224,,False,0.0,0.0,0.32515749611761574,,2019-07-20 00:08:36.700000+00:00,2025-08-29 21:07:12+00:00,,,25.204542,2.594108,10.9,22.81,,5.56e-05
250133,GW190513_205428,188311,0.26008751918152906,199379810.3,55383.28063888889,,False,0.0,0.0,0.3251093989769113,,2019-05-13 20:54:28.700000+00:00,2025-09-06 12:11:19+00:00,,,117.9989034,7.6337065,12.5,19.3923,,5.56e-05
250134,GW191222_033537,188311,0.26008751918152906,180174941.9,50048.59497222222,,False,0.0,0.0,0.3251093989769113,,2019-12-22 03:35:37.100000+00:00,2025-09-06 12:11:19+00:00,,,117.9989034,7.6337065,12.5,19.3923,,5.56e-05
250135,GW200225_060421,188311,0.26008751918152906,174550017.7,48486.116027777774,,False,0.0,0.0,0.3251093989769113,,2020-02-25 06:04:21.300000+00:00,2025-09-06 12:11:19+00:00,,,117.9989034,7.6337065,12.5,19.3923,,5.56e-05
250139,GW200115_042309,187758,0.2600445070025554,177353906.3,49264.97397222222,,False,0.0,0.0,0.3250556337531942,,2020-01-15 04:23:09.700000+00:00,2025-08-28 21:21:36+00:00,,,29.3226691,-1.4434432,11.3,21.77,,5.56e-05
250146,GW190925_232845,188212,0.2599697435661987,181132605.9,50314.61275,,False,0.0,0.0,0.3249621794577483,,2019-09-25 23:28:45.100000+00:00,2025-06-22 10:05:31+00:00,,,214.9856372,52.95234096,9.7,27.78,,5.56e-05
250147,GW190929_012149,188212,0.2599697435661987,180866621.6,50240.72822222222,,False,0.0,0.0,0.3249621794577483,,2019-09-29 01:21:49.400000+00:00,2025-06-22 10:05:31+00:00,,,214.9856372,52.95234096,9.7,27.78,,5.56e-05
250148,GW190930_133541,188212,0.2599697435661987,180736189.8,50204.49716666667,,False,0.0,0.0,0.3249621794577483,,2019-09-30 13:35:41.200000+00:00,2025-06-22 10:05:31+00:00,,,214.9856372,52.95234096,9.7,27.78,,5.56e-05
250149,GW191105_143521,188212,0.2599697435661987,177622209.1,49339.502527777775,,False,0.0,0.0,0.3249621794577483,,2019-11-05 14:35:21.900000+00:00,2025-06-22 10:05:31+00:00,,,214.9856372,52.95234096,9.7,27.78,,5.56e-05
250159,GW190925_232845,188215,0.25986067033178906,181132605.9,50314.61275,,False,0.0,0.0,0.3248258379147363,,2019-09-25 23:28:45.100000+00:00,2025-06-22 10:05:31+00:00,,,214.9419778,52.97412474,9.7,27.75,,5.56e-05
250160,GW190929_012149,188215,0.25986067033178906,180866621.6,50240.72822222222,,False,0.0,0.0,0.3248258379147363,,2019-09-29 01:21:49.400000+00:00,2025-06-22 10:05:31+00:00,,,214.9419778,52.97412474,9.7,27.75,,5.56e-05
250161,GW190930_133541,188215,0.25986067033178906,180736189.8,50204.49716666667,,False,0.0,0.0,0.3248258379147363,,2019-09-30 13:35:41.200000+00:00,2025-06-22 10:05:31+00:00,,,214.9419778,52.97412474,9.7,27.75,,5.56e-05
250162,GW191105_143521,188215,0.25986067033178906,177622209.1,49339.502527777775,,False,0.0,0.0,0.3248258379147363,,2019-11-05 14:35:21.900000+00:00,2025-06-22 10:05:31+00:00,,,214.9419778,52.97412474,9.7,27.75,,5.56e-05
250171,GW190512_180714,188279,0.2597654092477157,132502437.6,36806.23266666666,,False,0.0,0.0,0.3247067615596446,,2019-05-12 18:07:14.400000+00:00,2023-07-24 08:21:12+00:00,,,13.730196,-37.610092,12.7,19.04,,5.56e-05
250172,GW190512_180714,188030,0.2597654092477157,197769057.6,54935.84933333333,,False,0.0,0.0,0.3247067615596446,,2019-05-12 18:07:14.400000+00:00,2025-08-17 17:58:12+00:00,,,75.105986,-28.526891,12.7,19.04,,5.56e-05
250180,GW151012,188236,0.25966188762064457,304092317.6,84470.08822222223,,False,0.0,0.0,0.3245773595258057,,2015-10-12 09:54:42.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4150464,65.19168513,10.0,26.0,,5.56e-05
250189,GW200209_085452,188213,0.2595733329122152,169348238.9,47041.177472222225,,False,0.0,0.0,0.324466666140269,,2020-02-09 08:54:52.100000+00:00,2025-06-22 10:05:31+00:00,,,214.9822136,52.9542993,9.6,28.38,,5.56e-05
250190,GW190620_030421,188059,0.25955757838020693,193132250.7,53647.847416666664,,False,0.0,0.0,0.32444697297525865,,2019-06-20 03:04:21.300000+00:00,2025-08-02 10:55:12+00:00,,,44.2039904,-16.9797739,12.1,20.0556,,5.56e-05
250193,GW190720_000836,187676,0.2595320289650954,192834779.3,53565.21647222222,,False,0.0,0.0,0.32441503620636924,,2019-07-20 00:08:36.700000+00:00,2025-08-28 21:21:36+00:00,,,28.9937531,-0.4452932,10.9,22.74,,5.56e-05
250194,GW170823,188133,0.25951030983058304,253488151.5,70413.37541666666,,False,0.0,0.0,0.32438788728822876,,2017-08-23 13:13:58.500000+00:00,2025-09-04 10:36:30+00:00,,,32.3611959,-12.7739694,12.2,19.8694,,5.56e-05
250195,GW190503_185404,188133,0.25951030983058304,200072545.8,55575.70716666667,,False,0.0,0.0,0.32438788728822876,,2019-05-03 18:54:04.200000+00:00,2025-09-04 10:36:30+00:00,,,32.3611959,-12.7739694,12.2,19.8694,,5.56e-05
250207,GW190727_060333,185805,0.25936745458932137,190394714.1,52887.42058333333,,False,0.0,0.0,0.32420931823665167,,2019-07-27 06:03:33.900000+00:00,2025-08-07 21:28:48+00:00,,,18.33402428,2.211354496,11.7,20.82,,5.56e-05
250223,GW190620_030421,188083,0.25918745880107896,195957773.7,54432.714916666664,,False,0.0,0.0,0.3239843235013487,,2019-06-20 03:04:21.300000+00:00,2025-09-04 03:47:15+00:00,,,244.0556518,60.79434304,12.1,20.0254,,5.56e-05
250224,GW190513_205428,188228,0.25916315041099486,199354843.3,55376.34536111111,,False,0.0,0.0,0.32395393801374356,,2019-05-13 20:54:28.700000+00:00,2025-09-06 05:15:12+00:00,,,290.4377091,58.0333296,12.5,19.3227,,5.56e-05
250225,GW191222_033537,188228,0.25916315041099486,180149974.9,50041.659694444446,,False,0.0,0.0,0.32395393801374356,,2019-12-22 03:35:37.100000+00:00,2025-09-06 05:15:12+00:00,,,290.4377091,58.0333296,12.5,19.3227,,5.56e-05
250226,GW200225_060421,188228,0.25916315041099486,174525050.7,48479.18075,,False,0.0,0.0,0.32395393801374356,,2020-02-25 06:04:21.300000+00:00,2025-09-06 05:15:12+00:00,,,290.4377091,58.0333296,12.5,19.3227,,5.56e-05
250234,GW190701_203306,187240,0.25906756677452175,193967885.5,53879.968194444446,,False,0.0,0.0,0.3238344584681522,,2019-07-01 20:33:06.500000+00:00,2025-08-23 20:31:12+00:00,,,27.34427207,8.439429516,11.2,21.91,,5.56e-05
250235,GW191215_223052,187240,0.25906756677452175,179532019.7,49870.00547222222,,False,0.0,0.0,0.3238344584681522,,2019-12-15 22:30:52.300000+00:00,2025-08-23 20:31:12+00:00,,,27.34427207,8.439429516,11.2,21.91,,5.56e-05
250238,GW170809,185844,0.2590454835488117,252718175.2,70199.49311111111,,False,0.0,0.0,0.3238068544360146,,2017-08-09 08:28:21.800000+00:00,2025-08-12 07:57:57+00:00,,,56.825479,-8.449958,12.8,18.83,,5.56e-05
250244,GW190925_232845,188246,0.2589295073368807,179281874.9,49800.520805555556,,False,0.0,0.0,0.32366188417110087,,2019-09-25 23:28:45.100000+00:00,2025-06-01 00:00:00+00:00,,,268.4245773,65.14847058,9.7,27.5,,5.56e-05
250245,GW190925_232845,188238,0.2589295073368807,179281874.9,49800.520805555556,,False,0.0,0.0,0.32366188417110087,,2019-09-25 23:28:45.100000+00:00,2025-06-01 00:00:00+00:00,,,268.4363327,65.22851553,9.7,27.5,,5.56e-05
250246,GW190929_012149,188246,0.2589295073368807,179015890.6,49726.636277777776,,False,0.0,0.0,0.32366188417110087,,2019-09-29 01:21:49.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4245773,65.14847058,9.7,27.5,,5.56e-05
250247,GW190929_012149,188238,0.2589295073368807,179015890.6,49726.636277777776,,False,0.0,0.0,0.32366188417110087,,2019-09-29 01:21:49.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4363327,65.22851553,9.7,27.5,,5.56e-05
250248,GW190930_133541,188246,0.2589295073368807,178885458.8,49690.40522222222,,False,0.0,0.0,0.32366188417110087,,2019-09-30 13:35:41.200000+00:00,2025-06-01 00:00:00+00:00,,,268.4245773,65.14847058,9.7,27.5,,5.56e-05
250249,GW190930_133541,188238,0.2589295073368807,178885458.8,49690.40522222222,,False,0.0,0.0,0.32366188417110087,,2019-09-30 13:35:41.200000+00:00,2025-06-01 00:00:00+00:00,,,268.4363327,65.22851553,9.7,27.5,,5.56e-05
250250,GW191105_143521,188246,0.2589295073368807,175771478.1,48825.41058333333,,False,0.0,0.0,0.32366188417110087,,2019-11-05 14:35:21.900000+00:00,2025-06-01 00:00:00+00:00,,,268.4245773,65.14847058,9.7,27.5,,5.56e-05
250251,GW191105_143521,188238,0.2589295073368807,175771478.1,48825.41058333333,,False,0.0,0.0,0.32366188417110087,,2019-11-05 14:35:21.900000+00:00,2025-06-01 00:00:00+00:00,,,268.4363327,65.22851553,9.7,27.5,,5.56e-05
250253,GW170823,188109,0.2589148768706788,253031569.5,70286.54708333334,,False,0.0,0.0,0.32364359608834853,,2017-08-23 13:13:58.500000+00:00,2025-08-30 03:46:48+00:00,,,250.0831987,1.8009824,12.2,19.8219,,5.56e-05
250254,GW190503_185404,188109,0.2589148768706788,199615963.8,55448.878833333336,,False,0.0,0.0,0.32364359608834853,,2019-05-03 18:54:04.200000+00:00,2025-08-30 03:46:48+00:00,,,250.0831987,1.8009824,12.2,19.8219,,5.56e-05
250257,GW190513_205428,188341,0.25886082062114907,199775491.3,55493.19202777778,,False,0.0,0.0,0.3235760257764363,,2019-05-13 20:54:28.700000+00:00,2025-09-11 02:06:00+00:00,,,320.417792,-23.778833,12.5,19.3,,5.56e-05
250258,GW191222_033537,188341,0.25886082062114907,180570622.9,50158.50636111111,,False,0.0,0.0,0.3235760257764363,,2019-12-22 03:35:37.100000+00:00,2025-09-11 02:06:00+00:00,,,320.417792,-23.778833,12.5,19.3,,5.56e-05
250259,GW200225_060421,188341,0.25886082062114907,174945698.7,48596.027416666664,,False,0.0,0.0,0.3235760257764363,,2020-02-25 06:04:21.300000+00:00,2025-09-11 02:06:00+00:00,,,320.417792,-23.778833,12.5,19.3,,5.56e-05
250267,GW190620_030421,187134,0.25878824358132474,195022659.7,54172.961027777776,,False,0.0,0.0,0.3234853044766559,,2019-06-20 03:04:21.300000+00:00,2025-08-24 08:02:01+00:00,,,352.0114143,-13.697801,12.1,19.9929,,5.56e-05
250270,GW170818,187493,0.2587624261865815,23781399.9,6605.944416666666,,False,0.0,0.0,0.3234530327332269,,2017-08-18 02:25:09.100000+00:00,2018-05-20 08:21:49+00:00,,,255.5336206,60.9635734,12.0,20.1766,,5.56e-05
250271,GW190924_021846,187493,0.2587624261865815,42487017.8,11801.949388888888,,False,0.0,0.0,0.3234530327332269,,2019-09-24 02:18:46.800000+00:00,2018-05-20 08:21:49+00:00,,,255.5336206,60.9635734,12.0,20.1766,,5.56e-05
250277,GW170104,188197,0.25872279134088905,273636909.4,76010.25261111111,,False,0.0,0.0,0.3234034891761113,,2017-01-04 10:11:58.600000+00:00,2025-09-06 12:27:08+00:00,,,137.8260497,39.7781824,13.8,17.3923,,5.56e-05
250284,GW151012,188234,0.2586451600251877,304092317.6,84470.08822222223,,False,0.0,0.0,0.32330645003148467,,2015-10-12 09:54:42.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4305786,65.172621,10.0,25.8,,5.56e-05
250285,GW151012,188233,0.2586451600251877,304092317.6,84470.08822222223,,False,0.0,0.0,0.32330645003148467,,2015-10-12 09:54:42.400000+00:00,2025-06-01 00:00:00+00:00,,,268.5644203,65.16542213,10.0,25.8,,5.56e-05
250290,GW190517_055101,188120,0.2585971193048029,197912266.2,54975.629499999995,,False,0.0,0.0,0.3232463991310036,,2019-05-17 05:51:01.800000+00:00,2025-08-23 21:28:48+00:00,,,27.82375,1.745861,10.8,22.91,,5.56e-05
250291,GW200202_154313,188120,0.2585971193048029,175326334.5,48701.75958333333,,False,0.0,0.0,0.3232463991310036,,2020-02-02 15:43:13.500000+00:00,2025-08-23 21:28:48+00:00,,,27.82375,1.745861,10.8,22.91,,5.56e-05
250292,GW200208_130117,188120,0.2585971193048029,174817650.1,48560.45836111111,,False,0.0,0.0,0.3232463991310036,,2020-02-08 13:01:17.900000+00:00,2025-08-23 21:28:48+00:00,,,27.82375,1.745861,10.8,22.91,,5.56e-05
250293,GW200302_015811,188120,0.2585971193048029,172870236.5,48019.51013888889,,False,0.0,0.0,0.3232463991310036,,2020-03-02 01:58:11.500000+00:00,2025-08-23 21:28:48+00:00,,,27.82375,1.745861,10.8,22.91,,5.56e-05
250297,GW190925_232845,188241,0.2585457556512678,179281874.9,49800.520805555556,,False,0.0,0.0,0.32318219456408476,,2019-09-25 23:28:45.100000+00:00,2025-06-01 00:00:00+00:00,,,268.4957263,65.22676717,9.7,27.4,,5.56e-05
250298,GW190929_012149,188241,0.2585457556512678,179015890.6,49726.636277777776,,False,0.0,0.0,0.32318219456408476,,2019-09-29 01:21:49.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4957263,65.22676717,9.7,27.4,,5.56e-05
250299,GW190930_133541,188241,0.2585457556512678,178885458.8,49690.40522222222,,False,0.0,0.0,0.32318219456408476,,2019-09-30 13:35:41.200000+00:00,2025-06-01 00:00:00+00:00,,,268.4957263,65.22676717,9.7,27.4,,5.56e-05
250300,GW191105_143521,188241,0.2585457556512678,175771478.1,48825.41058333333,,False,0.0,0.0,0.32318219456408476,,2019-11-05 14:35:21.900000+00:00,2025-06-01 00:00:00+00:00,,,268.4957263,65.22676717,9.7,27.4,,5.56e-05
250309,GW190727_060333,188298,0.2584578675709963,192318958.1,53421.93280555555,,False,0.0,0.0,0.3230723344637454,,2019-07-27 06:03:33.900000+00:00,2025-08-30 03:59:32+00:00,,,264.4879914,26.4138504,11.7,20.7385,,5.56e-05
250315,GW200115_042309,188112,0.258361198748074,78096149.7,21693.374916666668,,False,0.0,0.0,0.32295149843509247,,2020-01-15 04:23:09.700000+00:00,2017-07-25 07:00:40+00:00,,,342.8645,11.133194,11.3,21.6,,5.56e-05
250328,GW190925_232845,188243,0.25815543519914447,179281874.9,49800.520805555556,,False,0.0,0.0,0.32269429399893057,,2019-09-25 23:28:45.100000+00:00,2025-06-01 00:00:00+00:00,,,268.3701133,65.18700923,9.7,27.3,,5.56e-05
250329,GW190929_012149,188243,0.25815543519914447,179015890.6,49726.636277777776,,False,0.0,0.0,0.32269429399893057,,2019-09-29 01:21:49.400000+00:00,2025-06-01 00:00:00+00:00,,,268.3701133,65.18700923,9.7,27.3,,5.56e-05
250330,GW190930_133541,188243,0.25815543519914447,178885458.8,49690.40522222222,,False,0.0,0.0,0.32269429399893057,,2019-09-30 13:35:41.200000+00:00,2025-06-01 00:00:00+00:00,,,268.3701133,65.18700923,9.7,27.3,,5.56e-05
250331,GW191105_143521,188243,0.25815543519914447,175771478.1,48825.41058333333,,False,0.0,0.0,0.32269429399893057,,2019-11-05 14:35:21.900000+00:00,2025-06-01 00:00:00+00:00,,,268.3701133,65.18700923,9.7,27.3,,5.56e-05
250334,GW170823,188039,0.2581359964844397,253454173.5,70403.93708333334,,False,0.0,0.0,0.3226699956055496,,2017-08-23 13:13:58.500000+00:00,2025-09-04 01:10:12+00:00,,,21.85762944,1.9006195,12.2,19.76,,5.56e-05
250335,GW190503_185404,188039,0.2581359964844397,200038567.8,55566.268833333335,,False,0.0,0.0,0.3226699956055496,,2019-05-03 18:54:04.200000+00:00,2025-09-04 01:10:12+00:00,,,21.85762944,1.9006195,12.2,19.76,,5.56e-05
250336,GW151012,188237,0.258124846923617,304092317.6,84470.08822222223,,False,0.0,0.0,0.32265605865452124,,2015-10-12 09:54:42.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4185586,65.1998366,10.0,25.7,,5.56e-05
250357,GW190620_030421,188306,0.25791780641608547,195542733.7,54317.42602777777,,False,0.0,0.0,0.3223972580201068,,2019-06-20 03:04:21.300000+00:00,2025-08-30 08:29:55+00:00,,,336.7246818,-27.9035127,12.1,19.9223,,5.56e-05
250362,GW190620_030421,188086,0.257875776739569,195985398.7,54440.38852777777,,False,0.0,0.0,0.32234472092446126,,2019-06-20 03:04:21.300000+00:00,2025-09-04 11:27:40+00:00,,,80.00741069,1.115890807,12.1,19.9189,,5.56e-05
250371,GW190517_055101,188255,0.2577646370056174,198429370.2,55119.269499999995,,False,0.0,0.0,0.3222057962570218,,2019-05-17 05:51:01.800000+00:00,2025-08-29 21:07:12+00:00,,,25.204542,2.594108,10.8,22.81,,5.56e-05
250372,GW200202_154313,188255,0.2577646370056174,175843438.5,48845.39958333333,,False,0.0,0.0,0.3222057962570218,,2020-02-02 15:43:13.500000+00:00,2025-08-29 21:07:12+00:00,,,25.204542,2.594108,10.8,22.81,,5.56e-05
250373,GW200208_130117,188255,0.2577646370056174,175334754.1,48704.09836111111,,False,0.0,0.0,0.3222057962570218,,2020-02-08 13:01:17.900000+00:00,2025-08-29 21:07:12+00:00,,,25.204542,2.594108,10.8,22.81,,5.56e-05
250374,GW200302_015811,188255,0.2577646370056174,173387340.5,48163.15013888889,,False,0.0,0.0,0.3222057962570218,,2020-03-02 01:58:11.500000+00:00,2025-08-29 21:07:12+00:00,,,25.204542,2.594108,10.8,22.81,,5.56e-05
250375,GW190925_232845,188248,0.25775846672460634,179281874.9,49800.520805555556,,False,0.0,0.0,0.3221980834057579,,2019-09-25 23:28:45.100000+00:00,2025-06-01 00:00:00+00:00,,,268.4870493,65.22368402,9.7,27.2,,5.56e-05
250376,GW190925_232845,188240,0.25775846672460634,179281874.9,49800.520805555556,,False,0.0,0.0,0.3221980834057579,,2019-09-25 23:28:45.100000+00:00,2025-06-01 00:00:00+00:00,,,268.5314925,65.16343214,9.7,27.2,,5.56e-05
250377,GW190929_012149,188248,0.25775846672460634,179015890.6,49726.636277777776,,False,0.0,0.0,0.3221980834057579,,2019-09-29 01:21:49.400000+00:00,2025-06-01 00:00:00+00:00,,,268.4870493,65.22368402,9.7,27.2,,5.56e-05
250378,GW190929_012149,188240,0.25775846672460634,179015890.6,49726.636277777776,,False,0.0,0.0,0.3221980834057579,,2019-09-29 01:21:49.400000+00:00,2025-06-01 00:00:00+00:00,,,268.5314925,65.16343214,9.7,27.2,,5.56e-05
250379,GW190930_133541,188248,0.25775846672460634,178885458.8,49690.40522222222,,False,0.0,0.0,0.3221980834057579,,2019-09-30 13:35:41.200000+00:00,2025-06-01 00:00:00+00:00,,,268.4870493,65.22368402,9.7,27.2,,5.56e-05
250380,GW190930_133541,188240,0.25775846672460634,178885458.8,49690.40522222222,,False,0.0,0.0,0.3221980834057579,,2019-09-30 13:35:41.200000+00:00,2025-06-01 00:00:00+00:00,,,268.5314925,65.16343214,9.7,27.2,,5.56e-05
250381,GW191105_143521,188248,0.25775846672460634,175771478.1,48825.41058333333,,False,0.0,0.0,0.3221980834057579,,2019-11-05 14:35:21.900000+00:00,2025-06-01 00:00:00+00:00,,,268.4870493,65.22368402,9.7,27.2,,5.56e-05
250382,GW191105_143521,188240,0.25775846672460634,175771478.1,48825.41058333333,,False,0.0,0.0,0.3221980834057579,,2019-11-05 14:35:21.900000+00:00,2025-06-01 00:00:00+00:00,,,268.5314925,65.16343214,9.7,27.2,,5.56e-05
250387,GW190701_203306,187758,0.25771512014879255,194402909.5,54000.80819444444,,False,0.0,0.0,0.32214390018599065,,2019-07-01 20:33:06.500000+00:00,2025-08-28 21:21:36+00:00,,,29.3226691,-1.4434432,11.2,21.77,,5.56e-05
250388,GW191215_223052,187758,0.25771512014879255,179967043.7,49990.845472222216,,False,0.0,0.0,0.32214390018599065,,2019-12-15 22:30:52.300000+00:00,2025-08-28 21:21:36+00:00,,,29.3226691,-1.4434432,11.2,21.77,,5.56e-05
250395,GW190727_060333,188310,0.257631037299969,192331914.1,53425.53169444444,,False,0.0,0.0,0.3220387966249612,,2019-07-27 06:03:33.900000+00:00,2025-08-30 07:35:28+00:00,,,345.3341064,-10.9489869,11.7,20.6649,,5.56e-05
250402,GW170823,188144,0.25754999155975405,253576838.5,70438.01069444444,,False,0.0,0.0,0.3219374894496926,,2017-08-23 13:13:58.500000+00:00,2025-09-05 11:14:37+00:00,,,40.9778578,41.7111805,12.2,19.7136,,5.56e-05
250403,GW190503_185404,188144,0.25754999155975405,200161232.8,55600.342444444446,,False,0.0,0.0,0.3219374894496926,,2019-05-03 18:54:04.200000+00:00,2025-09-05 11:14:37+00:00,,,40.9778578,41.7111805,12.2,19.7136,,5.56e-05
250404,GW200209_085452,188212,0.25752683617635547,169348238.9,47041.177472222225,,False,0.0,0.0,0.3219085452204443,,2020-02-09 08:54:52.100000+00:00,2025-06-22 10:05:31+00:00,,,214.9856372,52.95234096,9.6,27.78,,5.56e-05
