event_id,source,event_type,utc_time,ra_deg,dec_deg,pos_error_deg,strength_signal
GRB 790131,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043904+00:00,,,1.157745737,2.50E-08
GRB 790208,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043912+00:00,,,1.82624693,1.25E-08
GRB 790208,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043912+00:00,325.01,39.73,1.87204675,1.25E-08
GRB 790211,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043915+00:00,,,0.752212767,2.13E-09
GRB 790211,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043915+00:00,,,1.263037943,2.13E-09
GRB 790211,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043915+00:00,143.36,7.18,1.005411835,2.13E-09
GRB 790213,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043917+00:00,310.7,10.38,1.078404188,2.39E-08
GRB 790213,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043917+00:00,,,0.63473099,2.39E-08
GRB 790214,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043918+00:00,89.837,24.513,0.602601178,2.61E-08
GRB 790214,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043918+00:00,,,1.672020444,2.61E-08
GRB 790215,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043919+00:00,,,1.547380438,1.80E-07
GRB 790224,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043928+00:00,,,0.979109148,8.12E-09
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,,,1.15327931,4.26E-05
GRB 790305A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,,,1.693005677,
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,,,0.742294802,4.26E-05
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,81.51,-66.08,1.025932607,4.26E-05
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,81.51,-66.08,1.145247339,4.26E-05
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,,,0.747940902,4.26E-05
GRB 790305A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,35.43,-4.97,0.737646352,
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,,,1.83146123,4.26E-05
GRB 790305B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,,,1.406599442,4.26E-05
GRB 790305A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043937+00:00,7.248,12.876,1.162185517,
GRB 790306,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043938+00:00,,,1.155431866,3.54E-08
GRB 790307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043939+00:00,,,1.768715341,1.04E-06
GRB 790307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043939+00:00,,,1.830234066,1.04E-06
GRB 790307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043939+00:00,,,1.818115382,1.04E-06
GRB 790307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043939+00:00,,,0.683366713,1.04E-06
GRB 790307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043939+00:00,210.59,-47.04,1.905820296,1.04E-06
GRB 790307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043939+00:00,210.69,-46.99,1.628463007,1.04E-06
GRB 790313,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043945+00:00,,,0.683892094,3.43E-07
GRB 790313,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043945+00:00,94.05,-46.12,1.65720306,3.43E-07
GRB 790313,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043945+00:00,94.35,-46.02,1.740299882,3.43E-07
GRB 790313,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043945+00:00,,,0.853162479,3.43E-07
GRB 790313,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043945+00:00,,,0.901770334,3.43E-07
GRB 790313,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043945+00:00,,,1.645355665,3.43E-07
GRB 790314,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043946+00:00,,,1.999860629,1.30E-08
GRB 790318,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043950+00:00,,,1.34728281,6.49E-09
GRB 790323,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043955+00:00,,,0.984939285,1.85E-07
GRB 790324,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043956+00:00,,,0.863516558,5.40E-09
GRB 790325A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043957+00:00,,,0.714159221,8.12E-09
GRB 790325B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043957+00:00,,,1.910232819,2.62E-07
GRB 790325B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043957+00:00,272.97,31.41,1.034309862,2.62E-07
GRB 790325B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043957+00:00,,,0.8862494,2.62E-07
GRB 790325B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043957+00:00,335.53,-83.05,0.580861953,2.62E-07
GRB 790325B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043957+00:00,,,1.824746031,2.62E-07
GRB 790327A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043959+00:00,,,1.087077036,1.85E-09
GRB 790327B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043959+00:00,208.74,-35.74,0.992119311,5.45E-08
GRB 790327B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043959+00:00,,,1.456847231,5.45E-08
GRB 790329,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043961+00:00,,,0.866804887,3.54E-07
GRB 790329,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043961+00:00,,,0.66224167,3.54E-07
GRB 790329,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043961+00:00,157.75,45.64,1.672459415,3.54E-07
GRB 790329,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043961+00:00,154.565,11.349,1.533210839,3.54E-07
GRB 790331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043963+00:00,,,0.922931857,4.31E-07
GRB 790331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043963+00:00,,,1.591524739,4.31E-07
GRB 790331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043963+00:00,,,1.762188781,4.31E-07
GRB 790331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043963+00:00,,,1.495755653,4.31E-07
GRB 790331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043963+00:00,292.02,3.7,1.485389089,4.31E-07
GRB 790331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043963+00:00,291.62,5.1,1.537009758,4.31E-07
GRB 790402B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043965+00:00,,,0.714871676,2.02E-07
GRB 790402A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043965+00:00,,,0.627824681,1.25E-08
GRB 790402B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043965+00:00,,,0.587599981,2.02E-07
GRB 790402B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043965+00:00,122.96,-50.55,1.255967838,2.02E-07
GRB 790402B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043965+00:00,,,0.753664165,2.02E-07
GRB 790404,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043967+00:00,,,0.652114275,4.14E-09
GRB 790405,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043968+00:00,,,1.691791498,1.58E-09
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,,,1.411884974,1.31E-07
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,348.51,-49.66,1.550795943,1.31E-07
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,,,1.581563356,1.31E-07
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,,,1.541630671,1.31E-07
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,,,1.542980595,1.31E-07
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,348.51,-49.66,1.429097966,1.31E-07
GRB 790406,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043969+00:00,,,1.767635621,1.31E-07
GRB 790412B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043975+00:00,,,1.913102272,1.20E-07
GRB 790412B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043975+00:00,,,1.609195619,1.20E-07
GRB 790412A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043975+00:00,,,1.725150204,3.27E-08
GRB 790412B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043975+00:00,93.81,-5.22,1.078406357,1.20E-07
GRB 790412B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043975+00:00,,,0.690482462,1.20E-07
GRB 790415,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043978+00:00,,,0.559631135,8.67E-09
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,,,1.447696052,3.54E-07
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,,,1.632481654,3.54E-07
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,,,0.627175974,3.54E-07
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,,,1.975144586,3.54E-07
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,88.61,-6.99,0.749088063,3.54E-07
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,88.61,-6.99,1.834431787,3.54E-07
GRB 790418,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043981+00:00,,,1.791164644,3.54E-07
GRB 790419B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043982+00:00,,,1.140677574,2.24E-06
GRB 790419A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043982+00:00,356.941,-2.922,1.901343928,
GRB 790419B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043982+00:00,,,1.542829618,2.24E-06
GRB 790419B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043982+00:00,335.45,-41.75,0.998244319,2.24E-06
GRB 790419B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043982+00:00,,,0.527631124,2.24E-06
GRB 790424A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043987+00:00,,,1.573953272,3.76E-09
GRB 790424B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043987+00:00,,,1.814398823,2.13E-09
GRB 790430B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043993+00:00,355.15,-15.72,1.803344841,
GRB 790430A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043993+00:00,,,1.891163267,2.07E-08
GRB 790502,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043995+00:00,177.65,19.72,1.846040957,1.25E-07
GRB 790502,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043995+00:00,,,1.088694133,1.25E-07
GRB 790502,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043995+00:00,,,1.554150991,1.25E-07
GRB 790502,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043995+00:00,,,1.229583293,1.25E-07
GRB 790504B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043997+00:00,348.4,32.17,0.983456875,
GRB 790504A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000043997+00:00,,,0.521134704,3.10E-08
GRB 790509,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044002+00:00,,,1.74347421,1.04E-07
GRB 790509,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044002+00:00,,,0.56952889,1.04E-07
GRB 790509,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044002+00:00,236.497,-20.615,0.965640476,1.04E-07
GRB 790509,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044002+00:00,236.527,-20.655,1.994587547,1.04E-07
GRB 790514,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044007+00:00,,,1.210222302,3.54E-08
GRB 790514,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044007+00:00,,,0.873432979,3.54E-08
GRB 790514,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044007+00:00,,,1.92657542,3.54E-08
GRB 790514,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044007+00:00,38.65,60.92,0.607829471,3.54E-08
GRB 790515,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044008+00:00,,,0.66059699,9.21E-09
GRB 790519,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044012+00:00,,,1.780819224,1.96E-08
GRB 790521,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044014+00:00,,,0.676842125,
GRB 790524A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044017+00:00,175.64,5.72,1.890118258,
GRB 790524B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044017+00:00,,,0.89919461,8.17E-08
GRB 790526,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044019+00:00,,,1.693839012,4.03E-08
GRB 790529,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044022+00:00,,,1.191894405,1.68E-08
GRB 790604,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044028+00:00,,,1.185785257,8.72E-08
GRB 790605,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044029+00:00,,,1.173371408,2.94E-08
GRB 790610,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044034+00:00,,,1.427155294,3.32E-08
GRB 790610,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044034+00:00,189.041,-0.775,0.922548628,3.32E-08
GRB 790612B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044036+00:00,58.33,-3.75,1.291765135,
GRB 790612A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044036+00:00,,,1.121079798,1.63E-08
GRB 790613,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044037+00:00,212.87,78.77,1.356800758,1.74E-07
GRB 790613,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044037+00:00,,,0.969707116,1.74E-07
GRB 790613,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044037+00:00,,,0.854514713,1.74E-07
GRB 790613,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044037+00:00,,,1.21698663,1.74E-07
GRB 790613,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044037+00:00,,,1.905830838,1.74E-07
GRB 790613,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044037+00:00,212.97,78.67,1.336545728,1.74E-07
GRB 790619,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044043+00:00,,,1.496918074,1.04E-09
GRB 790622,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044046+00:00,,,1.845315798,3.93E-07
GRB 790622,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044046+00:00,326.38,-41.17,1.881213366,3.93E-07
GRB 790622,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044046+00:00,,,1.320787502,3.93E-07
GRB 790622,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044046+00:00,,,0.739216422,3.93E-07
GRB 790626,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044050+00:00,257.202,-22.363,0.528269061,1.04E-07
GRB 790626,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044050+00:00,,,0.993318507,1.04E-07
GRB 790628C,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044052+00:00,,,0.535098332,2.67E-09
GRB 790628B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044052+00:00,,,1.364305479,6.54E-08
GRB 790628B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044052+00:00,,,1.419999413,6.54E-08
GRB 790628B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044052+00:00,110.947,22.202,1.496130027,6.54E-08
GRB 790628A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044052+00:00,,,1.988316611,1.31E-07
GRB 790705,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044059+00:00,,,1.546241206,8.12E-09
GRB 790706,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044060+00:00,,,1.346675158,3.22E-09
GRB 790709,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044063+00:00,,,1.093473418,2.51E-09
GRB 790712,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044066+00:00,,,1.630321964,5.40E-09
GRB 790720,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044074+00:00,,,1.541056956,2.50E-08
GRB 790728,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044082+00:00,,,0.901214314,7.58E-09
GRB 790731,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044085+00:00,,,1.315516689,4.42E-07
GRB 790731,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044085+00:00,,,1.961161716,4.42E-07
GRB 790731,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044085+00:00,,,0.695846567,4.42E-07
GRB 790731,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044085+00:00,102.05,22.44,0.881818719,4.42E-07
GRB 790810,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044095+00:00,,,1.272785633,3.76E-09
GRB 790818,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044103+00:00,,,1.172497916,1.58E-09
GRB 790826,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044111+00:00,,,1.203615727,5.45E-08
GRB 790829,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044114+00:00,,,0.909381466,1.74E-08
GRB 790910,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044126+00:00,,,1.270278717,2.12E-08
GRB 790913,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044129+00:00,,,1.769501985,5.45E-08
GRB 790924,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044140+00:00,,,1.410964649,2.72E-08
GRB 790925,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044141+00:00,,,1.393114935,3.05E-08
GRB 790929,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044145+00:00,88.3,30.01,1.231793874,
GRB 790930,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044146+00:00,,,0.982386436,9.26E-08
GRB 791003A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044149+00:00,,,1.937004621,4.36E-08
GRB 791003B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044149+00:00,148.581,15.163,0.683528173,
GRB 791006,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044152+00:00,,,1.997267373,3.97E-08
GRB 791006,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044152+00:00,91.99,19.49,1.728409051,3.97E-08
GRB 791007,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044153+00:00,,,1.128686682,1.63E-08
GRB 791013,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044159+00:00,,,1.558506263,
GRB 791014A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044160+00:00,,,0.877614341,7.63E-08
GRB 791014B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044160+00:00,,,0.955627542,
GRB 791014A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044160+00:00,96.75,-34.63,1.723247618,7.63E-08
GRB 791014A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044160+00:00,,,0.952747436,7.63E-08
GRB 791016,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044162+00:00,,,0.704098539,4.31E-09
GRB 791018,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044164+00:00,221.09,-32.2,1.799385962,
GRB 791018,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044164+00:00,,,0.92887273,
GRB 791018,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044164+00:00,,,0.8106855,
GRB 791021,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044167+00:00,,,1.295165204,2.13E-09
GRB 791023,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044169+00:00,,,1.827537211,4.85E-09
GRB 791028,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044174+00:00,,,1.618691316,
GRB 791030B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044176+00:00,,,0.969263398,1.79E-08
GRB 791030A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044176+00:00,,,0.843628199,4.36E-08
GRB 791030B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044176+00:00,93.77,24.98,1.77687462,1.79E-08
GRB 791031A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044177+00:00,,,0.569066998,5.45E-08
GRB 791031A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044177+00:00,257.55,-82.37,1.723384648,5.45E-08
GRB 791031A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044177+00:00,,,1.449318467,5.45E-08
GRB 791031B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044177+00:00,,,0.832742544,8.12E-09
GRB 791101B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044178+00:00,295.04,38.22,1.058931807,1.80E-07
GRB 791101B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044178+00:00,,,1.705714138,1.80E-07
GRB 791101B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044178+00:00,,,0.578987876,1.80E-07
GRB 791101A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044178+00:00,,,0.977833315,1.31E-06
GRB 791101B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044178+00:00,,,1.583454322,1.80E-07
GRB 791105C,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044182+00:00,343.55,-2.26,1.729560199,9.26E-08
GRB 791105B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044182+00:00,251.72,24.21,0.784646171,
GRB 791105A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044182+00:00,,,1.955955822,1.90E-08
GRB 791105C,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044182+00:00,,,0.868115739,9.26E-08
GRB 791105D,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044182+00:00,,,1.926299644,7.03E-09
GRB 791106A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044183+00:00,,,0.606321323,
GRB 791106B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044183+00:00,,,1.517881807,
GRB 791109B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044186+00:00,132.5,-35.19,1.127689938,1.04E-07
GRB 791109B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044186+00:00,,,1.190684043,1.04E-07
GRB 791109A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044186+00:00,,,1.178916676,
GRB 791109B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044186+00:00,,,1.907617745,1.04E-07
GRB 791111,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044188+00:00,,,1.028878299,9.26E-08
GRB 791111,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044188+00:00,214.65,-33.93,0.962996495,9.26E-08
GRB 791111,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044188+00:00,,,1.636783508,9.26E-08
GRB 791113,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044190+00:00,,,0.987034012,4.90E-08
GRB 791115,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044192+00:00,211.58,24.06,0.743880989,2.94E-07
GRB 791115,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044192+00:00,,,1.175277742,2.94E-07
GRB 791115,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044192+00:00,,,0.529267481,2.94E-07
GRB 791115,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044192+00:00,,,1.810361881,2.94E-07
GRB 791116,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044193+00:00,,,1.639089634,3.76E-07
GRB 791116,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044193+00:00,,,1.025538639,3.76E-07
GRB 791116,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044193+00:00,3.2,-15.69,1.618895496,3.76E-07
GRB 791119,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044196+00:00,316.694,-18.089,0.954043135,8.17E-08
GRB 791119,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044196+00:00,,,1.534023807,8.17E-08
GRB 791119,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044196+00:00,,,1.121937757,8.17E-08
GRB 791124,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044201+00:00,,,1.392463503,7.63E-08
GRB 791124,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044201+00:00,3.14,0.28,0.870118716,7.63E-08
GRB 791206,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044213+00:00,,,0.946375966,1.09E-07
GRB 791206,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044213+00:00,101.725,24.475,1.780169561,1.09E-07
GRB 791209,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044216+00:00,,,0.875427526,1.80E-07
GRB 791209,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044216+00:00,254.33,-35.08,0.618481489,1.80E-07
GRB 791215B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044222+00:00,,,0.563652474,5.45E-08
GRB 791215A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044222+00:00,52.42,51.67,0.997506514,
GRB 791218,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044225+00:00,,,1.365985571,2.51E-09
GRB 791220,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044227+00:00,,,1.882090612,5.45E-07
GRB 791220,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044227+00:00,,,0.563883061,5.45E-07
GRB 791220,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044227+00:00,74.77,-60.84,0.707042651,5.45E-07
GRB 791222A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044229+00:00,7.65,10.43,0.681193254,
