event_id,source,event_type,utc_time,ra_deg,dec_deg,pos_error_deg,signal_strength
187730,TNS,SN Ia,2025-08-27 04:28:01.001000+00:00,268.8806268,28.82779856,5.56E-05,18.8938
184247,TNS,SN II,2025-07-18 09:50:40.416000+00:00,217.8320757,7.9453821,5.56E-05,19.92
187967,TNS,SN II,2025-08-24 07:37:18.998000+00:00,320.0330744,-3.9077614,5.56E-05,20.6887
173008,TNS,SN IIn,2025-02-18 07:17:56.996000+00:00,111.0964029,18.2309659,5.56E-05,19.7027
188023,TNS,AT,2025-09-03 14:22:24.096000+00:00,74.789575,-38.621075,5.56E-05,18.283
187459,TNS,AT,2025-08-17 18:20:47.616000+00:00,86.83322083,-26.75521417,5.56E-05,18.85
188022,TNS,AT,2025-09-01 05:56:14.003000+00:00,33.1401198,28.9870113,5.56E-05,19.6423
188021,TNS,AT,2025-08-04 10:33:46.998000+00:00,26.1984633,32.781894,5.56E-05,20.2845
188019,TNS,AT,2025-09-02 03:03:37.728000+00:00,295.349588,-62.565973,5.56E-05,17.87
187781,TNS,AT,2025-08-17 16:47:06.432000+00:00,77.72877,-45.856735,5.56E-05,19.97
188007,TNS,AT,2025-09-02 18:17:14.208000+00:00,108.453947,-53.321526,5.56E-05,18.54
188018,TNS,AT,2025-09-01 18:43:56.928000+00:00,281.88525,30.201889,5.56E-05,18.98
188017,TNS,AT,2025-09-03 05:01:27.840000+00:00,16.341456,19.025171,5.56E-05,19.73
187720,TNS,SN Ic-BL,2025-08-27 11:42:36.003000+00:00,36.5859909,37.49999715,5.56E-05,19.9415
186251,TNS,AT,2025-08-17 17:28:07.104000+00:00,81.20577105,-40.02421947,5.56E-05,18.46
188015,TNS,AT,2025-08-26 01:36:23.616000+00:00,8.484658514,-2.132074701,5.56E-05,19.45
188014,TNS,AT,2025-09-02 15:07:01.632000+00:00,302.057792,17.482306,5.56E-05,18.27
188013,TNS,AT,2025-09-02 15:01:22.080000+00:00,262.413417,1.95075,5.56E-05,17.85
188010,TNS,AT,2025-09-02 18:44:55.680000+00:00,103.832335,-28.483119,5.56E-05,18.76
188009,TNS,AT,2025-09-02 18:21:38.592000+00:00,104.693416,-61.753705,5.56E-05,18.94
186631,TNS,AT,2025-08-18 08:20:07.584000+00:00,268.8579128,12.9264387,5.56E-05,20.191
188006,TNS,AT,2025-08-30 04:14:40.004000+00:00,256.6229283,24.5533527,5.56E-05,20.0834
188005,TNS,AT,2025-09-02 22:26:08.448000+00:00,2.468303719,4.667971806,5.56E-05,19.11
188004,TNS,AT,2025-08-31 23:31:05.952000+00:00,333.7671513,-3.590779982,5.56E-05,19.08
188003,TNS,AT,2025-09-02 22:36:07.200000+00:00,8.94530807,4.628147661,5.56E-05,19.88
188002,TNS,AT,2025-09-02 22:26:08.448000+00:00,3.980563487,2.202518633,5.56E-05,19.03
188001,TNS,AT,2025-09-02 22:43:29.568000+00:00,333.7765416,15.77381052,5.56E-05,19.76
188000,TNS,AT,2025-09-02 22:33:09.216000+00:00,8.44853616,25.78192125,5.56E-05,20.09
